2012-07-02 16:55:49.2187|INFO|SSChema.Services.ConfigForm|显示配置窗口
2012-07-02 17:09:02.2812|INFO|SSChema.Services.ConfigForm|显示配置窗口
2012-07-03 09:30:09.0468|INFO|SSChema.Services.ConfigForm|显示配置窗口
2012-07-03 10:35:55.7812|INFO|file|aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
2012-07-03 17:20:26.4687|INFO|file|17:20:26
2012-07-03 17:20:29.1718|INFO|file|17:20:29
2012-07-03 17:20:32.1718|INFO|file|17:20:32
2012-07-03 17:20:35.1718|INFO|file|17:20:35
2012-07-03 17:20:38.1718|INFO|file|17:20:38
2012-07-03 17:20:41.1718|INFO|file|17:20:41
2012-07-03 17:20:44.1718|INFO|file|17:20:44
2012-07-03 17:20:47.1718|INFO|file|17:20:47
2012-07-03 17:20:50.1718|INFO|file|17:20:50
2012-07-03 17:20:53.1718|INFO|file|17:20:53
2012-07-03 17:20:56.1718|INFO|file|17:20:56
2012-07-03 17:20:59.1718|INFO|file|17:20:59
2012-07-03 17:21:02.1718|INFO|file|17:21:02
2012-07-03 17:21:05.1718|INFO|file|17:21:05
2012-07-03 17:21:08.1718|INFO|file|17:21:08
2012-07-03 17:21:11.1718|INFO|file|17:21:11
2012-07-03 17:21:14.1718|INFO|file|17:21:14
2012-07-03 17:21:17.1718|INFO|file|17:21:17
2012-07-03 17:30:47.3437|ERROR|file|加载配置文件时出错: 参数“exePath”无效。
参数名: exePath
2012-07-03 17:33:05.8281|INFO|file|C:\WINDOWS\system32\SSChema.Services.exe
2012-07-03 17:33:05.9218|ERROR|file|加载配置文件时出错: 参数“exePath”无效。
参数名: exePath
2012-07-03 17:37:51.8593|INFO|file|5
2012-07-03 17:37:51.8593|INFO|file|时间间隔：5000
2012-07-03 17:37:56.8593|INFO|file|17:37:56
2012-07-03 17:38:01.8593|INFO|file|17:38:01
2012-07-03 17:38:06.8593|INFO|file|17:38:06
2012-07-03 17:38:11.8593|INFO|file|17:38:11
2012-07-03 17:38:16.8593|INFO|file|17:38:16
2012-07-03 17:38:21.8593|INFO|file|17:38:21
2012-07-03 17:38:26.8593|INFO|file|17:38:26
2012-07-03 17:38:31.8593|INFO|file|17:38:31
2012-07-03 17:38:36.8593|INFO|file|17:38:36
2012-07-03 17:38:41.8593|INFO|file|17:38:41
2012-07-03 17:38:46.8593|INFO|file|17:38:46
2012-07-03 17:38:51.8593|INFO|file|17:38:51
2012-07-03 17:38:56.8593|INFO|file|17:38:56
2012-07-03 17:39:01.8593|INFO|file|17:39:01
2012-07-03 17:39:06.8593|INFO|file|17:39:06
2012-07-03 17:39:11.8593|INFO|file|17:39:11
2012-07-03 17:39:16.8593|INFO|file|17:39:16
2012-07-03 17:39:21.8593|INFO|file|17:39:21
2012-07-03 17:39:26.8593|INFO|file|17:39:26
2012-07-03 17:39:31.8593|INFO|file|17:39:31
